"Season","Name","Team","G","PA","HR","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","WAR","Age","BB","SO","playerid"
"1971","Tito Fuentes","Giants","152","672","4","63","12","2.7 %","6.8 %",".083",".289",".273",".299",".356",".297","84","1.4","27","18","46","1004385"
"1976","Don Kessinger","Cardinals","145","578","1","55","3","10.6 %","8.8 %",".074",".262",".239",".320",".313",".297","82","0.9","33","61","51","1006877"
"1974","Freddie Patek","Royals","149","630","3","72","33","12.2 %","11.0 %",".073",".252",".225",".324",".298",".296","82","2.0","29","77","69","1010052"
"1990","Kurt Stillwell","Royals","144","560","3","60","0","7.0 %","10.7 %",".103",".273",".249",".304",".352",".296","83","0.5","25","39","60","1012536"
"2011","Juan Pierre","White Sox","158","711","2","80","27","6.0 %","5.8 %",".049",".294",".279",".329",".327",".296","80","-0.7","33","43","41","443"
"1989","Todd Benzinger","Reds","161","686","17","79","3","6.4 %","17.5 %",".135",".275",".245",".293",".381",".296","84","-0.4","26","44","120","1000859"
"2010","Kevin Kouzmanoff","Athletics","143","586","16","59","2","4.1 %","16.4 %",".149",".270",".247",".283",".396",".296","84","2.5","28","24","96","5995"
"1977","Bert Campaneris","Rangers","150","648","5","77","27","7.3 %","13.3 %",".087",".290",".254",".314",".341",".296","80","3.0","35","47","86","1001868"
"1976","Enos Cabell","Astros","144","622","2","85","35","4.7 %","12.7 %",".056",".312",".273",".309",".329",".296","88","2.7","26","29","79","1001804"
"2009","David Eckstein","Padres","136","568","2","64","3","6.9 %","8.1 %",".074",".281",".260",".323",".334",".296","84","0.7","34","39","46","10"
"1979","Rich Dauer","Orioles","142","528","9","63","0","6.8 %","6.8 %",".098",".258",".257",".305",".355",".296","82","2.3","26","36","36","1003006"
"1975","Don Kessinger","Cubs","154","693","0","77","4","9.8 %","6.8 %",".077",".259",".243",".317",".319",".296","72","-0.1","32","68","47","1006877"
"2013","Brandon Crawford","Giants","149","550","9","52","1","7.6 %","17.5 %",".114",".290",".248",".311",".363",".296","93","2.2","26","42","96","5343"
"1989","Darnell Coles","Mariners","146","574","10","54","5","4.7 %","10.6 %",".107",".268",".252",".294",".359",".296","82","-0.1","27","27","61","1002436"
"1983","Ozzie Smith","Cardinals","159","626","3","69","34","10.2 %","5.8 %",".092",".254",".243",".321",".335",".296","84","3.4","28","64","36","1012186"
"1982","Bobby Mitchell","Twins","124","513","2","48","8","10.5 %","10.3 %",".064",".278",".249",".331",".313",".296","76","1.0","27","54","53","1008996"
"1978","Rick Manning","Indians","148","616","3","65","12","6.2 %","10.1 %",".074",".290",".263",".309",".337",".296","82","-0.1","23","38","62","1008068"
"1969","Tom Tresh","- - -","139","538","14","59","4","10.4 %","13.0 %",".139",".218",".211",".294",".350",".296","82","1.0","31","56","70","1013179"
"1974","Derrel Thomas","Padres","141","585","3","48","7","8.7 %","9.9 %",".086",".270",".247",".313",".333",".296","85","0.9","23","51","58","1012971"
"1974","Carlos May","White Sox","149","604","8","66","8","7.6 %","12.6 %",".085",".274",".249",".306",".334",".296","82","-0.1","26","46","76","1008291"
"1992","Jody Reed","Red Sox","143","626","3","64","7","9.9 %","7.0 %",".069",".262",".247",".321",".316",".296","77","0.3","29","62","44","1010771"
"1983","Dave Stapleton","Red Sox","151","598","10","54","1","6.7 %","7.4 %",".116",".250",".247",".297",".363",".296","76","-0.7","29","40","44","1012423"
"2013","Elvis Andrus","Rangers","156","698","4","91","42","7.4 %","13.9 %",".060",".312",".271",".328",".331",".296","78","2.7","24","52","97","8709"
"1972","Glenn Beckert","Cubs","120","510","3","51","2","4.5 %","3.3 %",".074",".273",".270",".304",".344",".296","76","0.7","31","23","17","1000743"
"1998","Charles Johnson","- - -","133","506","19","44","0","8.9 %","25.5 %",".163",".260",".218",".289",".381",".296","80","1.7","26","45","129","523"
"1977","Bill Russell","Dodgers","153","674","4","84","16","3.6 %","6.4 %",".082",".291",".278",".304",".360",".296","80","3.1","28","24","43","1011311"
"2005","Aaron Boone","Indians","143","565","16","61","9","6.2 %","16.3 %",".135",".264",".243",".299",".378",".296","80","0.2","32","35","92","311"
"1976","Al Cowens","Royals","152","616","3","71","23","4.2 %","8.1 %",".076",".284",".265",".298",".341",".296","86","1.1","24","26","50","1002689"
"1990","Mookie Wilson","Blue Jays","147","629","3","81","23","4.9 %","16.2 %",".090",".314",".265",".300",".355",".296","82","1.9","34","31","102","1014096"
"1982","Ozzie Smith","Cardinals","140","567","2","58","25","12.0 %","5.6 %",".066",".259",".248",".339",".314",".296","84","4.1","27","68","32","1012186"
"2003","David Eckstein","Angels","120","517","3","59","16","7.0 %","8.7 %",".073",".272",".252",".325",".325",".296","78","1.2","28","36","45","10"
"1987","Jim Morrison","- - -","130","504","13","56","10","5.8 %","16.5 %",".142",".274",".249",".292",".391",".296","78","1.0","34","29","83","1009212"
"1992","Jerald Clark","Padres","146","526","12","45","3","4.2 %","18.4 %",".141",".277",".242",".278",".383",".296","83","1.3","28","22","97","1002289"
"1996","Charlie Hayes","- - -","148","569","12","58","6","6.5 %","15.8 %",".122",".283",".253",".300",".375",".296","72","0.7","31","37","90","1005525"
"1985","Dan Gladden","Giants","142","561","7","64","32","7.1 %","13.9 %",".104",".274",".243",".307",".347",".296","88","0.7","27","40","78","1004750"
"1990","Joe Carter","Padres","162","697","24","79","22","6.9 %","13.3 %",".159",".234",".232",".290",".391",".295","80","-2.0","30","48","93","1002018"
"2015","Avisail Garcia","White Sox","148","601","13","66","7","6.0 %","23.5 %",".108",".320",".257",".309",".365",".295","86","-0.3","24","36","141","5760"
"1968","Maury Wills","Pirates","153","685","0","76","52","6.6 %","8.3 %",".038",".305",".278",".326",".316",".295","97","3.1","35","45","57","1014053"
"2012","Jesus Montero","Mariners","135","553","15","46","0","5.2 %","17.9 %",".126",".292",".260",".298",".386",".295","90","-0.4","22","29","99","5514"
"1997","Joe Carter","Blue Jays","157","668","21","76","8","6.0 %","15.7 %",".165",".246",".234",".284",".399",".295","72","-1.4","37","40","105","1002018"
"1978","Larry Herndon","Giants","151","521","1","52","13","6.7 %","13.6 %",".076",".303",".259",".311",".335",".295","84","1.0","24","35","71","1005717"
"2005","Orlando Cabrera","Angels","141","587","8","70","21","6.5 %","8.5 %",".107",".271",".257",".309",".365",".295","80","3.5","30","38","50","766"
"1993","Luis Polonia","Angels","152","637","1","75","55","7.5 %","8.3 %",".056",".295",".271",".328",".326",".295","76","-2.6","29","48","53","1010427"
"1974","Tommy Harper","Red Sox","118","504","5","66","28","9.1 %","12.9 %",".081",".267",".237",".312",".318",".295","77","-0.1","33","46","65","1005383"
"2011","Aubrey Huff","Giants","150","579","12","45","5","8.1 %","15.5 %",".125",".271",".246",".306",".370",".295","89","-0.9","34","47","90","1213"
"1978","Duane Kuiper","Indians","149","589","0","52","4","3.2 %","5.9 %",".055",".301",".283",".311",".338",".295","82","0.6","28","19","35","1007207"
"1998","Mark Lewis","Phillies","142","580","9","52","3","8.3 %","19.1 %",".100",".296",".249",".312",".349",".295","73","-1.1","28","48","111","1007585"
"1990","Jeffrey Leonard","Mariners","134","525","10","39","4","7.0 %","18.5 %",".105",".291",".251",".305",".356",".295","80","-1.3","34","37","97","1007535"
"1970","Ted Kubiak","Brewers","158","625","4","63","4","11.5 %","8.2 %",".061",".272",".252",".340",".313",".295","80","-0.4","28","72","51","1007190"
"2013","Jimmy Rollins","Phillies","160","666","6","65","22","8.9 %","14.0 %",".097",".288",".252",".318",".348",".295","84","1.7","34","59","93","971"
"1975","Phil Garner","Athletics","160","548","6","46","4","5.5 %","11.9 %",".100",".271",".246",".295",".346",".295","86","1.9","26","30","65","1004541"
"2005","Neifi Perez","Cubs","154","609","9","59","8","3.0 %","7.7 %",".108",".285",".274",".298",".383",".295","72","0.7","32","18","47","620"
"2017","Mark Trumbo","Orioles","146","603","23","79","1","7.0 %","24.7 %",".163",".278",".234",".289",".397",".295","80","-1.2","31","42","149","6876"
"1983","Julio Cruz","- - -","160","581","3","71","57","8.4 %","11.4 %",".074",".280",".252",".318",".326",".295","79","2.8","28","49","66","1002842"
"1983","Larry Bowa","Cubs","147","545","2","73","7","6.4 %","5.5 %",".072",".278",".266",".312",".338",".295","75","1.6","37","35","30","1001243"
"1982","Al Bumbry","Orioles","150","618","5","77","10","7.1 %","12.5 %",".077",".295",".262",".314",".338",".295","81","1.5","35","44","77","1001649"
"2010","Jeff Francoeur","- - -","139","503","13","52","8","6.0 %","16.1 %",".134",".270",".249",".300",".383",".295","80","0.3","26","30","81","4792"
"1976","Tim Foli","Expos","149","572","6","41","6","2.8 %","5.8 %",".103",".268",".264",".281",".366",".295","77","0.7","25","16","33","1004202"
"2016","Kevin Pillar","Blue Jays","146","584","7","59","14","4.1 %","15.4 %",".109",".306",".266",".303",".376",".295","81","2.3","27","24","90","12434"
"1978","Rick Bosetti","Blue Jays","136","608","5","61","6","4.9 %","10.7 %",".088",".284",".259",".299",".347",".295","78","1.2","24","30","65","1001211"
"1979","Enos Cabell","Astros","155","630","6","60","37","3.3 %","10.8 %",".096",".298",".272",".299",".368",".295","86","0.0","29","21","68","1001804"
"2012","Gordon Beckham","White Sox","151","582","16","62","5","6.9 %","15.3 %",".137",".254",".234",".296",".371",".295","80","1.0","25","40","89","9015"
"1973","Freddie Patek","Royals","135","571","5","82","36","9.5 %","11.0 %",".088",".257",".234",".311",".321",".295","79","2.6","28","54","63","1010052"
"2017","Jose Bautista","Blue Jays","157","686","23","92","6","12.2 %","24.8 %",".164",".239",".203",".308",".366",".295","80","-0.5","36","84","170","1887"
"2010","Ronny Cedeno","Pirates","139","502","8","42","12","4.6 %","21.1 %",".126",".315",".256",".293",".382",".295","81","0.8","27","23","106","2179"
"1979","Willie Montanez","- - -","147","596","13","55","0","5.5 %","10.4 %",".116",".266",".256",".297",".372",".295","80","-0.2","31","33","62","1009062"
"1972","Dave May","Brewers","143","556","9","49","11","8.5 %","10.1 %",".102",".252",".238",".306",".340",".295","92","1.4","28","47","56","1008292"
"1989","Cecil Espy","Rangers","142","527","3","65","45","7.2 %","18.8 %",".074",".317",".257",".313",".331",".294","82","1.4","26","38","99","1003832"
"1999","Derek Bell","Astros","128","568","12","61","18","8.8 %","22.7 %",".114",".290",".236",".306",".350",".294","72","-0.9","30","50","129","1000801"
"1970","Ed Brinkman","Senators","158","695","1","63","8","8.6 %","5.9 %",".038",".278",".262",".330",".301",".294","82","3.5","28","60","41","1001438"
"1979","Tony Scott","Cardinals","153","634","6","69","37","5.4 %","14.5 %",".102",".294",".259",".301",".361",".294","79","1.4","27","34","92","1011695"
"1984","Rudy Law","White Sox","136","534","6","68","29","7.3 %","7.9 %",".094",".264",".251",".309",".345",".294","79","-0.1","27","39","42","1007402"
"1987","Gary Ward","Yankees","146","569","16","65","9","5.8 %","17.8 %",".136",".276",".248",".291",".384",".294","77","0.1","33","33","101","1013611"
"1999","Mickey Morandini","Cubs","144","521","4","60","6","9.2 %","11.7 %",".088",".268",".241",".319",".329",".294","67","-1.3","33","48","61","1009151"
"2007","Juan Uribe","White Sox","150","563","20","55","1","6.0 %","19.9 %",".160",".259",".234",".284",".394",".294","71","0.6","28","34","112","454"
"1975","Steve Yeager","Dodgers","135","515","12","34","2","7.8 %","14.6 %",".119",".245",".228",".298",".347",".294","82","1.9","26","40","75","1014332"
"1991","Brian McRae","Royals","152","663","8","86","20","3.6 %","14.9 %",".111",".296",".261",".288",".372",".294","80","0.1","23","24","99","1008686"
"2001","Omar Vizquel","Indians","155","693","2","84","13","8.8 %","10.4 %",".079",".285",".255",".323",".334",".294","76","0.1","34","61","72","411"
"2015","Ian Desmond","Nationals","156","641","19","69","13","7.0 %","29.2 %",".151",".307",".233",".290",".384",".294","83","1.4","29","45","187","6885"
"2011","Darwin Barney","Cubs","143","571","2","66","9","3.9 %","11.7 %",".078",".310",".276",".313",".353",".294","79","1.6","25","22","67","2430"
"1972","Cookie Rojas","Royals","137","541","3","49","2","7.6 %","6.5 %",".070",".272",".261",".315",".331",".294","91","1.4","33","41","35","1011152"
"1988","Vince Coleman","Cardinals","153","679","3","77","81","7.2 %","16.3 %",".080",".310",".260",".313",".339",".294","87","0.5","26","49","111","1002433"
"1984","Marvell Wynne","Pirates","154","702","0","77","24","6.0 %","11.5 %",".070",".303",".266",".310",".337",".294","81","-0.1","24","42","81","1014312"
"2015","Jacoby Ellsbury","Yankees","111","501","7","66","21","7.0 %","17.2 %",".088",".301",".257",".318",".345",".294","83","1.1","31","35","86","4727"
"1985","Terry Kennedy","Padres","143","565","10","54","0","5.5 %","18.1 %",".111",".306",".261",".301",".372",".294","86","2.9","29","31","102","1006850"
"1987","Dick Schofield","Angels","134","531","9","52","19","7.0 %","11.9 %",".104",".271",".251",".305",".355",".294","78","1.3","24","37","63","1011602"
"1972","Brooks Robinson","Orioles","153","612","8","48","1","7.0 %","7.4 %",".092",".257",".250",".303",".342",".294","93","3.7","35","43","45","1011055"
"2005","David Bell","Phillies","150","617","10","53","0","7.6 %","11.2 %",".113",".266",".248",".310",".361",".294","72","0.3","32","47","69","1108"
"1983","Chili Davis","Giants","137","554","11","54","10","9.9 %","19.5 %",".119",".271",".233",".305",".352",".294","83","1.3","23","55","108","1003041"
"2008","Freddy Sanchez","Pirates","145","608","9","75","0","3.5 %","10.4 %",".100",".288",".271",".298",".371",".294","74","0.5","30","21","63","1624"
"2007","Felipe Lopez","Nationals","154","671","9","70","24","7.9 %","16.2 %",".106",".283",".245",".308",".352",".294","75","-0.2","27","53","109","1311"
"1971","Cito Gaston","Padres","141","547","17","57","1","4.4 %","22.1 %",".158",".265",".228",".264",".386",".294","87","-0.3","27","24","121","1004566"
"2016","Danny Espinosa","Nationals","157","601","24","66","9","9.0 %","29.0 %",".169",".261",".209",".306",".378",".294","79","1.4","29","54","174","9219"
"2014","Xander Bogaerts","Red Sox","144","594","12","60","2","6.6 %","23.2 %",".123",".296",".240",".297",".362",".294","81","0.1","21","39","138","12161"
"1989","Juan Samuel","- - -","137","589","11","69","42","7.1 %","20.4 %",".100",".283",".235",".303",".335",".294","87","0.2","28","42","120","1011400"
"2003","Terrence Long","Athletics","140","522","14","64","4","5.9 %","12.8 %",".140",".258",".245",".293",".385",".294","76","-0.3","27","31","67","927"
"1975","Rick Burleson","Red Sox","158","654","6","66","8","6.9 %","6.7 %",".078",".260",".252",".305",".329",".294","71","1.8","24","45","44","1001696"
"2001","Alex Gonzalez","Marlins","145","561","9","57","2","5.3 %","19.1 %",".126",".299",".250",".303",".377",".293","77","0.4","24","30","107","520"
"1997","Tom Goodwin","- - -","150","635","2","90","50","6.9 %","13.9 %",".077",".302",".260",".314",".336",".293","69","-0.2","28","44","88","1114"
"2008","Jason Kendall","Brewers","151","587","2","46","8","8.5 %","7.7 %",".078",".265",".246",".327",".324",".293","74","2.4","34","50","45","993"
"1996","Mark Lemke","Braves","135","562","5","64","5","9.4 %","8.5 %",".064",".271",".255",".323",".319",".293","73","1.5","30","53","48","1007516"
"1982","Bob Boone","Angels","143","539","7","42","0","7.2 %","6.3 %",".081",".261",".256",".310",".337",".293","79","3.2","34","39","34","1001183"
"1983","Luis Salazar","Padres","134","510","14","52","24","3.3 %","15.7 %",".129",".283",".258",".285",".387",".293","84","1.2","27","17","80","1011378"
"1982","Ron Oester","Reds","151","595","9","63","5","5.9 %","13.8 %",".098",".291",".260",".303",".359",".293","80","0.0","26","35","82","1009739"
"2010","Franklin Gutierrez","Mariners","152","629","12","61","25","7.9 %","21.8 %",".118",".297",".245",".303",".363",".293","85","2.1","27","50","137","3255"
"1978","Mario Guerrero","Athletics","143","546","3","27","0","2.7 %","6.4 %",".069",".289",".275",".302",".345",".293","84","0.3","28","15","35","1005118"
"1973","Luis Aparicio","Red Sox","132","561","0","56","13","7.7 %","5.9 %",".038",".285",".271",".324",".309",".293","75","2.4","39","43","33","1000278"
"1985","Dan Driessen","- - -","145","552","9","53","2","9.1 %","9.2 %",".108",".253",".243",".314",".351",".293","85","-0.3","33","50","51","1003501"
